MASTER_BOL_ID,SHIPMENT_ID,BOL_NUMBER,PRO_NUMBER,PO_NUMBER,SAP_BOL_NUMBER,SHIPMENT_NUMBER,ORDER_NUMBER,LOAD_NUMBER,SPOT_USED,OVERFLOW,DIRECTION,SHIPMENT_CREATED_DATE,PICKUP_EARLIEST,PICKUP_LATEST,DROP_EARLIEST,DROP_LATEST,ORIGIN_LOCATION_CODE,O_PLANT_ID,O_XD_BLD,O_BUS_ORG,ORIGIN_NAME,ORIGIN_ADDRESS_1,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_ZIP,ORIGIN_COUNTRY,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,O_ADDR_TYPE,DEST_LOCATION_CODE,D_PLANT_ID,D_XD_BLD,D_BUS_ORG,DEST_NAME,DEST_ADDRESS_1,DEST_CITY,DEST_STATE,DEST_ZIP,DEST_COUNTRY,DEST_LATITUDE,DEST_LONGITUDE,D_ADDR_TYPE,LANE_STATE_TO_STATE,LANE_DESCRIPTION,RP_REGION,RP_DIV,CARRIER_NAME,SCAC,MODE,SERVICE,SERVICE_DAYS,DISTANCE_MILES,MC_NUMBER,US_DOT,MASTER_BOL_STATUS,SHIPMENT_TYPE,LATEST_ACTIVITY_TYPE,LATEST_ACTIVITY_STATUS,REPORT_DT,ACTUAL_WEIGHT,PLANNED_WEIGHT,ORDERED_WEIGHT,DELIVERED_WEIGHT,PACKAGE_COUNT,TOTAL_PACKAGE_WEIGHT,TOTAL_CUBIC_INCHES,HANDLING_UNITS,QUEUE,INVOICE_NUMBER,INVOICE_DATE,INVOICE_WEIGHT,TOTAL_INVOICE_AMOUNT,SETTLEMENT_AMOUNT,LINE_HAUL_CHARGES,FUEL_CHARGES,ACCESSORIAL_CHARGES,DISCOUNT,DEFICIT,YARDPULL_CHARGE,EXTRACT_DATE,GL_ACC,COST_PER_MILE,OWNER,CREATED_BY,COMMENTS,POD_RECEIVED,PROOF_OF_PICKUP,TRANSIT_HRS,PICKUP_APPT,ACTUAL_SHIPPED,DELIVERY_APPT,DROP_ARRIVED,DELIVERY_COMPLETE,ACTUAL_DELIVERY,P_LATE_REASON,D_LATE_REASON,FS_YR,FS_PR,FS_WK,SNOWFLAKE_LAST_UPDATED_TIMESTAMP
329987211736,329987211704,009L20080193,2182138501,5116141488,W231088774,009LSH14906612,,,,,,2025-06-30 11:59:38.000,2025-06-30 00:02:00.000,2025-06-30 23:58:00.000,2025-07-07 00:03:00.000,2025-07-07 23:59:00.000,2300000017,,,,SALSBURY INDUSTRIES,1010 E 62ND ST,LOS ANGELES,CA,90001-1510,USA,33.973678,118.249853,,0004328043,,,,Mahwah Public Housing,"1600 Ramapo Brae Ln, Ofc",Mahwah,NJ,07430-1055,USA,41.077985,74.195649,,CA-NJ,"LOS ANGELES, CA to Mahwah, NJ",Northeast,East,FedEx Freight Priority,FXFE,LTL,Standard,4,2794,121805,239039,Booked,Regular,Request Routing,Pending,2025-07-07,712,712,712,0,1,712,0,1,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,23,2025-06-30 12:05:32.954
329987211622,329987211590,009L20080192,710330168,5115999929,S011527979001,009LSH14906611,,,,,,2025-06-30 11:59:35.000,2025-06-30 00:02:00.000,2025-06-30 23:58:00.000,2025-07-01 00:03:00.000,2025-07-01 23:59:00.000,2300000006,,,,LANCASTER DISTRIBUTING CO.,1310 UNION ST,SPARTANBURG,SC,29302,USA,34.884765,81.844359,,0018448323,,,,BRYKS Upper Westside,2200 Marietta Blvd NW,Atlanta,GA,30318-2020,USA,33.793528,84.447851,,SC-GA,"SPARTANBURG, SC to Atlanta, GA",Southeast East,East,AAA Cooper Transportation,AACT,LTL,Standard,1,173,55889,92261,Booked,Regular,Request Routing,Pending,2025-07-01,160,160,160,0,1,160,0,1,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,22,2025-06-30 12:05:32.954
329987211508,329987211476,009L20080191,710330150,5116170422,S011529459001,009LSH14906610,,,,,,2025-06-30 11:59:32.000,2025-06-30 00:02:00.000,2025-06-30 23:58:00.000,2025-07-07 00:03:00.000,2025-07-07 23:59:00.000,2300000006,,,,LANCASTER DISTRIBUTING CO.,1310 UNION ST,SPARTANBURG,SC,29302,USA,34.884765,81.844359,,0018007077,,,,Topsail North Shore,"1001 Sundial Circle, Ofc",Sneads Ferry,NC,28460,USA,34.552666,77.397184,,SC-NC,"SPARTANBURG, SC to Sneads Ferry, NC",Southeast East,East,AAA Cooper Transportation,AACT,LTL,Standard,4,340,55889,92261,Booked,Regular,Request Routing,Pending,2025-07-07,320,320,320,0,1,320,0,1,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,23,2025-06-30 12:05:03.051
329987205428,329987205441,009L20080189,401097501,,,009LSH14906608,,,,,,2025-06-30 11:56:16.000,2025-07-03 16:41:00.000,2025-07-03 23:58:00.000,2025-07-08 16:41:00.000,2025-07-08 16:41:00.000,IL30,,,,FM-HDS DC-CHICAGO-IL30,635 C Northwest Avenue,Northlake,IL,60164-1396,USA,41.924175,87.889274,MRO,XMD23,,,,FM-HDS DC-BALTIMORE-MD23,"1020 Airport 100 Way, # B",Hanover,MD,21076-1113,USA,39.164939,76.715637,MRO,IL-MD,"Northlake, IL to Hanover, MD",Northeast,East,R & L Carriers,RLCA,LTL,Standard,2,720,99074,63391,Booked,Regular,Request Routing,Pending,2025-07-08,14.12,14.12,14.12,0,1,14.12,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,23,2025-06-30 12:05:32.954
329987205311,329987205324,009L20080188,050481558,,,009LSH14906607,,,,,,2025-06-30 11:56:13.000,2025-06-30 12:46:00.000,2025-06-30 23:58:00.000,2025-07-01 12:46:00.000,2025-07-01 12:46:00.000,OH36,,,,FM-HDS DC-COLUMBUS-OH36,6200 Commerce Center Dr.,Groveport,OH,43125,USA,39.845401,82.880302,MRO,0000123782,,,,Sprucewood Commons LLC,"305 S Waverly St, Ofc",Cridersville,OH,45806-2376,USA,40.654216,84.150781,,OH-OH,"Groveport, OH to Cridersville, OH",Central North,East,R & L Carriers,RLCA,LTL,Standard,1,107,99074,63391,Booked,Regular,Copy Delivery Number,Complete,2025-07-01,86.86,86.86,86.86,0,1,86.86,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,22,2025-06-30 12:05:32.954
329987205194,329987205207,009L20080187,050481585,,,009LSH14906606,,,,,,2025-06-30 11:56:11.000,2025-06-30 11:25:00.000,2025-06-30 23:58:00.000,2025-07-01 11:25:00.000,2025-07-01 11:25:00.000,OH36,,,,FM-HDS DC-COLUMBUS-OH36,6200 Commerce Center Dr.,Groveport,OH,43125,USA,39.845401,82.880302,MRO,0000088867,,,,Lima Towers,"790 S Main St, Ofc",Lima,OH,45804-1565,USA,40.717118,84.07527,,OH-OH,"Groveport, OH to Lima, OH",Central North,East,R & L Carriers,RLCA,LTL,Standard,1,104,99074,63391,Booked,Regular,Request Routing,Pending,2025-07-01,521.16,521.16,521.16,0,1,521.16,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,22,2025-06-30 12:05:32.954
329987205077,329987205090,009L20080186,050481576,,,009LSH14906605,,,,,,2025-06-30 11:56:08.000,2025-06-30 12:45:00.000,2025-06-30 23:58:00.000,2025-07-01 12:45:00.000,2025-07-01 12:45:00.000,OH36,,,,FM-HDS DC-COLUMBUS-OH36,6200 Commerce Center Dr.,Groveport,OH,43125,USA,39.845401,82.880302,MRO,0000709296,,,,Concord Squares Apts,"10 Old Rix Mills Rd, ofc",New Concord,OH,43762-9675,USA,39.993684,81.734017,,OH-OH,"Groveport, OH to New Concord, OH",Central North,East,R & L Carriers,RLCA,LTL,Standard,1,69,99074,63391,Booked,Regular,Copy Delivery Number,Complete,2025-07-01,434.3,434.3,434.3,0,1,434.3,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,22,2025-06-30 12:05:32.954
329987204955,329987204968,009L20080185,401097465,,,009LSH14906604,,,,,,2025-06-30 11:56:05.000,2025-07-03 15:47:00.000,2025-07-03 23:58:00.000,2025-07-08 15:47:00.000,2025-07-08 15:47:00.000,IL30,,,,FM-HDS DC-CHICAGO-IL30,635 C Northwest Avenue,Northlake,IL,60164-1396,USA,41.924175,87.889274,MRO,XTX03,,,,FM-HDS DC-DALLAS-TX03,"550 Lakeside Pkwy, # 100",Flower Mound,TX,75028-4034,USA,33.033405,97.067657,MRO,IL-TX,"Northlake, IL to Flower Mound, TX",Central South,West,R & L Carriers,RLCA,LTL,Standard,2,920,99074,63391,Booked,Regular,Copy Delivery Number,Complete,2025-07-08,1801.15,1801.15,1801.15,0,1,1801.15,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,23,2025-06-30 12:05:32.954
329987204838,329987204851,009L20080184,050481567,,,009LSH14906603,,,,,,2025-06-30 11:55:59.000,2025-06-30 12:16:00.000,2025-06-30 23:58:00.000,2025-07-01 12:16:00.000,2025-07-01 12:16:00.000,OH36,,,,FM-HDS DC-COLUMBUS-OH36,6200 Commerce Center Dr.,Groveport,OH,43125,USA,39.845401,82.880302,MRO,0006181095,,,,Jefferson Place Apts,"1001 Jo Ann Dr, Ofc",Utica,OH,43080-9405,USA,40.234231,82.45127,,OH-OH,"Groveport, OH to Utica, OH",Central North,East,R & L Carriers,RLCA,LTL,Standard,1,43,99074,63391,Booked,Regular,Copy Delivery Number,Complete,2025-07-01,183,183,183,0,1,183,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,22,2025-06-30 12:05:03.051
329987167312,329987167282,009L20080172,120199788006,4704841887,206309346,009LSH14906591,,,,,,2025-06-30 11:43:36.000,2025-06-23 00:02:00.000,2025-06-23 23:58:00.000,2025-06-27 00:03:00.000,2025-06-27 23:59:00.000,0000021753,,,,"REGAL BELOIT AMERICA, INC. (FASCO), CONSUMER PRODUCTS DIVISION",1401 E North St,Eldon,MO,65026-2612,USA,38.349446,92.580524,,AZ17,,,,FM-HDS DC-PHOENIX-AZ17,"6825 W Buckeye Rd, # 1",Phoenix,AZ,85043-4428,USA,33.43975,112.191062,MRO,MO-AZ,"Eldon, MO to Phoenix, AZ",Pac Northwest,West,SAIA Motor Freight Lines,SAIA,LTL,Standard,4,1400,87511,29124,Booked,Regular,Copy Delivery Number,Complete,2025-06-27,137.2,137.2,137.2,0,1,137.2,0,1,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,5,21,2025-06-30 11:51:43.622
329987161685,329987161698,009L20080170,XCA05,,,009LSH14906589,,,,,,2025-06-30 11:41:44.000,2025-07-07 09:51:00.000,2025-07-07 23:58:00.000,2025-07-08 09:51:00.000,2025-07-08 09:51:00.000,CA20,CA20,N,HDS,FM-HDS DC-LOS ANGELES-CA20,21651 Baker Parkway,CITY OF INDUSTRY,CA,91789,USA,34.015399,117.858222,MRO,XCA05,CA05,N,HDS,FM-HDS DC-SACRAMENTO-CA05,3050 Ramco St.r Ave,West Sacramento,CA,95691,USA,38.564315,121.540916,MRO,CA-CA,"CITY OF INDUSTRY, CA to West Sacramento, CA",West,West,Public Special Inc,PUBI,Truckload,Standard,1,403,211717,2214257,Booked,Regular,Copy Delivery Number,Complete,2025-07-08,9564.22,9564.22,9564.22,0,1,9564.22,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,23,2025-06-30 11:55:58.976
329987161574,329987161587,009L20080169,XCA05,,,009LSH14906588,,,,,,2025-06-30 11:41:42.000,2025-07-07 09:51:00.000,2025-07-07 23:58:00.000,2025-07-08 09:51:00.000,2025-07-08 09:51:00.000,CA20,CA20,N,HDS,FM-HDS DC-LOS ANGELES-CA20,21651 Baker Parkway,CITY OF INDUSTRY,CA,91789,USA,34.015399,117.858222,MRO,XCA05,CA05,N,HDS,FM-HDS DC-SACRAMENTO-CA05,3050 Ramco St.r Ave,West Sacramento,CA,95691,USA,38.564315,121.540916,MRO,CA-CA,"CITY OF INDUSTRY, CA to West Sacramento, CA",West,West,Public Special Inc,PUBI,Truckload,Standard,1,403,211717,2214257,Booked,Regular,Copy Delivery Number,Complete,2025-07-08,4562.88,4562.88,4562.88,0,1,4562.88,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,23,2025-06-30 11:55:58.976
329987161451,329987161464,009L20080168,050481549,,,009LSH14906587,,,,,,2025-06-30 11:41:40.000,2025-06-30 10:56:00.000,2025-06-30 23:58:00.000,2025-07-01 10:56:00.000,2025-07-01 10:56:00.000,OH36,,,,FM-HDS DC-COLUMBUS-OH36,6200 Commerce Center Dr.,Groveport,OH,43125,USA,39.845401,82.880302,MRO,0006110985,,,,HD Supply Canada - WHSE 0200 489409-00,45657 Port St,Plymouth,MI,48170-6010,USA,42.3712,83.467502,,OH-MI,"Groveport, OH to Plymouth, MI",Central North,East,R & L Carriers,RLCA,LTL,Standard,1,217,99074,63391,Booked,Regular,Request Routing,Pending,2025-07-01,1068.52,1068.52,1068.52,0,1,1068.52,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,22,2025-06-30 11:55:58.976
329987139961,329987139913,IB20080167,,"Empty,Trailer,Return,(load,out,rate)",,IBSH14906586,,,,,IB,2025-06-30 11:41:38.000,2025-07-07 08:00:00.000,2025-07-07 17:00:00.000,2025-07-10 08:00:00.000,2025-07-10 17:00:00.000,FM-DC-ATLANTA,GA02,N,HDS,FM-HDS DC-ATLANTA-GA02,2100 Anvil Block Road,FOREST PARK,GA,30297,USA,33.622054,84.369092,MRO,Maersk/SAV9,ZZ84,N,HDS,Maersk WnD Services,2470 Dean Forest Road,Garden City,GA,31408,USA,32.104751,81.174749,,GA-GA,"FOREST PARK, GA to Garden City, GA",Southeast East,East,TQL Total Quality Logistics OH,TQYL,Truckload,,0,238,,,Booked,BROKERAGE,Request Routing,Pending,2025-07-10,23000,23000,23000,0,1,23000,0,0,,,,,,,,,,,,,,,,HD Supply Admin FM Vendor IB,abunder,,false,false,,,,,,,,,,2025,6,23,2025-06-30 12:05:32.954
329987161330,329987161343,009L20080166,401097492,,,009LSH14906585,,,,,,2025-06-30 11:41:37.000,2025-07-03 16:40:00.000,2025-07-03 23:58:00.000,2025-07-09 16:40:00.000,2025-07-09 16:40:00.000,IL30,,,,FM-HDS DC-CHICAGO-IL30,635 C Northwest Avenue,Northlake,IL,60164-1396,USA,41.924175,87.889274,MRO,XMA21,,,,FM-HDS DC-BOSTON-MA21,100 Meadow Rd,Boston,MA,02136-2349,USA,42.2523,71.128677,MRO,IL-MA,"Northlake, IL to Boston, MA",Northeast,East,R & L Carriers,RLCA,LTL,Standard,3,1000,99074,63391,Booked,Regular,Copy Delivery Number,Complete,2025-07-09,155.33,155.33,155.33,0,1,155.33,0,0,,,,,,,,,,,,,,,,HD Supply Facilities Maintenance,HDFMidocLoaderId,,false,false,,,,,,,,,,2025,6,23,2025-06-30 11:51:43.622
